Dress Code,Name,Price,Material,Color,Description,Brand,url,Category
kc17610-orange,Timeless Classics ,9000,Net Silk,Orange,Screen printed cotton silk top with gold printing to unscaled the look. the top is finished with beautiful hand made buttons and beads.The model is wearing size 8.Model Height: 167cm/5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/kc17610-orange.html,khaas
ksf18104-yellow,Luxe ,14000,Silk Chiffon,Yellow,Sequin and thread embroidered chiffon top with beautiful handmade tassel detailing. the flouncy top is very versatile and can be worn during the date or can be dressed up to be worn in the evening.The model is wearing size: 8.Model Height: 167cm/5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/ksf18104-yellow.html,khaas
ksfe18220-brown,Silk Embroidered Panel Top ,15000,Raw Silk,Brown,Handmade tassels & buttons. The model is wearing size 8. Model Height: 168cm /  5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/ksfe18220-brown.html,khaas
ksf18128-beige,Embroidered Box-Shift Kurta ,10000,Silk Chiffon,Beige,Tassel finishing. The model is wearing size 8.Model Height: 167cm /  5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/ksf18128-beige.html,khaas
kcp18206-grey,Digital Printed Kurta ,5500,Satin,Grey,Handmade tassels & bead finishing on sleeves & neckline. The model is wearing size 8. Model Height: 167cm /  5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/kcp18206-grey.html,khaas
kcpe18201-beige,Digital Printed Satin Kurta ,6500,Satin,Beige,Digital Printed Satin KurtaThe model is wearing size 8.Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcpe18201-beige.html,khaas
kcc18109-yellow,Printed Satin Kurta ,2750,Cotton Satin,Yellow,Pearl embellishment on the placket. The model is wearing size 8. Model Height: 168cm/ 5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcc18109-yellow.html,khaas
kcp18201-peach,Digital Printed Kurta ,5500,Satin,Peach,Composed floral front. Geometric printed back. Wrap style kurta. Beaded finishing Cotton Satin. The model is wearing size 8. Model Height: 167cm /  5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/kcp18201-peach.html,khaas
kcc18124-blue,Print Embellished Peplum Kurta  ,5500,Cotton Satin,Blue,Print Embellished Peplum Kurta The model is wearing size 8.Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcc18124-blue.html,khaas
kcc18111-mustard,Printed Straight Kurta  ,5500,NULL,Mustard,Printed Straight Kurta The model is wearing size 8.Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcc18111-mustard.html,khaas
kc17610-orange,Timeless Classics ,9000,Net Silk,Orange,Screen printed cotton silk top with gold printing to unscaled the look. the top is finished with beautiful hand made buttons and beads.The model is wearing size 8.Model Height: 167cm/5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/kc17610-orange.html,khaas
ksf18104-yellow,Luxe ,14000,Silk Chiffon,Yellow,Sequin and thread embroidered chiffon top with beautiful handmade tassel detailing. the flouncy top is very versatile and can be worn during the date or can be dressed up to be worn in the evening.The model is wearing size: 8.Model Height: 167cm/5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/ksf18104-yellow.html,khaas
ksfe18220-brown,Silk Embroidered Panel Top ,15000,Raw Silk,Brown,Handmade tassels & buttons. The model is wearing size 8. Model Height: 168cm /  5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/ksfe18220-brown.html,khaas
ksf18128-beige,Embroidered Box-Shift Kurta ,10000,Silk Chiffon,Beige,Tassel finishing. The model is wearing size 8.Model Height: 167cm /  5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/ksf18128-beige.html,khaas
kcp18206-grey,Digital Printed Kurta ,5500,Satin,Grey,Handmade tassels & bead finishing on sleeves & neckline. The model is wearing size 8. Model Height: 167cm /  5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/kcp18206-grey.html,khaas
kcpe18201-beige,Digital Printed Satin Kurta ,6500,Satin,Beige,Digital Printed Satin KurtaThe model is wearing size 8.Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcpe18201-beige.html,khaas
kcc18109-yellow,Printed Satin Kurta ,2750,Cotton Satin,Yellow,Pearl embellishment on the placket. The model is wearing size 8. Model Height: 168cm/ 5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcc18109-yellow.html,khaas
kcp18201-peach,Digital Printed Kurta ,5500,Satin,Peach,Composed floral front. Geometric printed back. Wrap style kurta. Beaded finishing Cotton Satin. The model is wearing size 8. Model Height: 167cm /  5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/kcp18201-peach.html,khaas
kcc18124-blue,Print Embellished Peplum Kurta  ,5500,Cotton Satin,Blue,Print Embellished Peplum Kurta The model is wearing size 8.Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcc18124-blue.html,khaas
kcc18111-mustard,Printed Straight Kurta  ,5500,NULL,Mustard,Printed Straight Kurta The model is wearing size 8.Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcc18111-mustard.html,khaas
kc17610-orange,Timeless Classics ,9000,Net Silk,Orange,Screen printed cotton silk top with gold printing to unscaled the look. the top is finished with beautiful hand made buttons and beads.The model is wearing size 8.Model Height: 167cm/5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/kc17610-orange.html,khaas
ksf18104-yellow,Luxe ,14000,Silk Chiffon,Yellow,Sequin and thread embroidered chiffon top with beautiful handmade tassel detailing. the flouncy top is very versatile and can be worn during the date or can be dressed up to be worn in the evening.The model is wearing size: 8.Model Height: 167cm/5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/ksf18104-yellow.html,khaas
ksfe18220-brown,Silk Embroidered Panel Top ,15000,Raw Silk,Brown,Handmade tassels & buttons. The model is wearing size 8. Model Height: 168cm /  5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/ksfe18220-brown.html,khaas
ksf18128-beige,Embroidered Box-Shift Kurta ,10000,Silk Chiffon,Beige,Tassel finishing. The model is wearing size 8.Model Height: 167cm /  5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/ksf18128-beige.html,khaas
kcp18206-grey,Digital Printed Kurta ,5500,Satin,Grey,Handmade tassels & bead finishing on sleeves & neckline. The model is wearing size 8. Model Height: 167cm /  5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/kcp18206-grey.html,khaas
kcpe18201-beige,Digital Printed Satin Kurta ,6500,Satin,Beige,Digital Printed Satin KurtaThe model is wearing size 8.Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcpe18201-beige.html,khaas
kcc18109-yellow,Printed Satin Kurta ,2750,Cotton Satin,Yellow,Pearl embellishment on the placket. The model is wearing size 8. Model Height: 168cm/ 5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcc18109-yellow.html,khaas
kcp18201-peach,Digital Printed Kurta ,5500,Satin,Peach,Composed floral front. Geometric printed back. Wrap style kurta. Beaded finishing Cotton Satin. The model is wearing size 8. Model Height: 167cm /  5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/kcp18201-peach.html,khaas
kcc18124-blue,Print Embellished Peplum Kurta  ,5500,Cotton Satin,Blue,Print Embellished Peplum Kurta The model is wearing size 8.Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcc18124-blue.html,khaas
kcc18111-mustard,Printed Straight Kurta  ,5500,NULL,Mustard,Printed Straight Kurta The model is wearing size 8.Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcc18111-mustard.html,khaas
kc17610-orange,Timeless Classics ,9000,Net Silk,Orange,Screen printed cotton silk top with gold printing to unscaled the look. the top is finished with beautiful hand made buttons and beads.The model is wearing size 8.Model Height: 167cm/5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/kc17610-orange.html,khaas
ksf18104-yellow,Luxe ,14000,Silk Chiffon,Yellow,Sequin and thread embroidered chiffon top with beautiful handmade tassel detailing. the flouncy top is very versatile and can be worn during the date or can be dressed up to be worn in the evening.The model is wearing size: 8.Model Height: 167cm/5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/ksf18104-yellow.html,khaas
ksfe18220-brown,Silk Embroidered Panel Top ,15000,Raw Silk,Brown,Handmade tassels & buttons. The model is wearing size 8. Model Height: 168cm /  5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/ksfe18220-brown.html,khaas
ksf18128-beige,Embroidered Box-Shift Kurta ,10000,Silk Chiffon,Beige,Tassel finishing. The model is wearing size 8.Model Height: 167cm /  5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/ksf18128-beige.html,khaas
kcp18206-grey,Digital Printed Kurta ,5500,Satin,Grey,Handmade tassels & bead finishing on sleeves & neckline. The model is wearing size 8. Model Height: 167cm /  5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/kcp18206-grey.html,khaas
kcpe18201-beige,Digital Printed Satin Kurta ,6500,Satin,Beige,Digital Printed Satin KurtaThe model is wearing size 8.Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcpe18201-beige.html,khaas
kcc18109-yellow,Printed Satin Kurta ,2750,Cotton Satin,Yellow,Pearl embellishment on the placket. The model is wearing size 8. Model Height: 168cm/ 5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcc18109-yellow.html,khaas
kcp18201-peach,Digital Printed Kurta ,5500,Satin,Peach,Composed floral front. Geometric printed back. Wrap style kurta. Beaded finishing Cotton Satin. The model is wearing size 8. Model Height: 167cm /  5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/kcp18201-peach.html,khaas
kcc18124-blue,Print Embellished Peplum Kurta  ,5500,Cotton Satin,Blue,Print Embellished Peplum Kurta The model is wearing size 8.Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcc18124-blue.html,khaas
kcc18111-mustard,Printed Straight Kurta  ,5500,NULL,Mustard,Printed Straight Kurta The model is wearing size 8.Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcc18111-mustard.html,khaas
kc17610-orange,Timeless Classics ,9000,Net Silk,Orange,Screen printed cotton silk top with gold printing to unscaled the look. the top is finished with beautiful hand made buttons and beads.The model is wearing size 8.Model Height: 167cm/5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/kc17610-orange.html,khaas
ksf18104-yellow,Luxe ,14000,Silk Chiffon,Yellow,Sequin and thread embroidered chiffon top with beautiful handmade tassel detailing. the flouncy top is very versatile and can be worn during the date or can be dressed up to be worn in the evening.The model is wearing size: 8.Model Height: 167cm/5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/ksf18104-yellow.html,khaas
ksfe18220-brown,Silk Embroidered Panel Top ,15000,Raw Silk,Brown,Handmade tassels & buttons. The model is wearing size 8. Model Height: 168cm /  5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/ksfe18220-brown.html,khaas
ksf18128-beige,Embroidered Box-Shift Kurta ,10000,Silk Chiffon,Beige,Tassel finishing. The model is wearing size 8.Model Height: 167cm /  5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/ksf18128-beige.html,khaas
kcp18206-grey,Digital Printed Kurta ,5500,Satin,Grey,Handmade tassels & bead finishing on sleeves & neckline. The model is wearing size 8. Model Height: 167cm /  5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/kcp18206-grey.html,khaas
kcpe18201-beige,Digital Printed Satin Kurta ,6500,Satin,Beige,Digital Printed Satin KurtaThe model is wearing size 8.Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcpe18201-beige.html,khaas
kcc18109-yellow,Printed Satin Kurta ,2750,Cotton Satin,Yellow,Pearl embellishment on the placket. The model is wearing size 8. Model Height: 168cm/ 5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcc18109-yellow.html,khaas
kcp18201-peach,Digital Printed Kurta ,5500,Satin,Peach,Composed floral front. Geometric printed back. Wrap style kurta. Beaded finishing Cotton Satin. The model is wearing size 8. Model Height: 167cm /  5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/kcp18201-peach.html,khaas
kcc18124-blue,Print Embellished Peplum Kurta  ,5500,Cotton Satin,Blue,Print Embellished Peplum Kurta The model is wearing size 8.Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcc18124-blue.html,khaas
kcc18111-mustard,Printed Straight Kurta  ,5500,NULL,Mustard,Printed Straight Kurta The model is wearing size 8.Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcc18111-mustard.html,khaas
kc17610-orange,Timeless Classics ,9000,Net Silk,Orange,Screen printed cotton silk top with gold printing to unscaled the look. the top is finished with beautiful hand made buttons and beads.The model is wearing size 8.Model Height: 167cm/5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/kc17610-orange.html,khaas
ksf18104-yellow,Luxe ,14000,Silk Chiffon,Yellow,Sequin and thread embroidered chiffon top with beautiful handmade tassel detailing. the flouncy top is very versatile and can be worn during the date or can be dressed up to be worn in the evening.The model is wearing size: 8.Model Height: 167cm/5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/ksf18104-yellow.html,khaas
ksfe18220-brown,Silk Embroidered Panel Top ,15000,Raw Silk,Brown,Handmade tassels & buttons. The model is wearing size 8. Model Height: 168cm /  5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/ksfe18220-brown.html,khaas
ksf18128-beige,Embroidered Box-Shift Kurta ,10000,Silk Chiffon,Beige,Tassel finishing. The model is wearing size 8.Model Height: 167cm /  5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/ksf18128-beige.html,khaas
kcp18206-grey,Digital Printed Kurta ,5500,Satin,Grey,Handmade tassels & bead finishing on sleeves & neckline. The model is wearing size 8. Model Height: 167cm /  5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/kcp18206-grey.html,khaas
kcpe18201-beige,Digital Printed Satin Kurta ,6500,Satin,Beige,Digital Printed Satin KurtaThe model is wearing size 8.Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcpe18201-beige.html,khaas
kcc18109-yellow,Printed Satin Kurta ,2750,Cotton Satin,Yellow,Pearl embellishment on the placket. The model is wearing size 8. Model Height: 168cm/ 5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcc18109-yellow.html,khaas
kcp18201-peach,Digital Printed Kurta ,5500,Satin,Peach,Composed floral front. Geometric printed back. Wrap style kurta. Beaded finishing Cotton Satin. The model is wearing size 8. Model Height: 167cm /  5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/kcp18201-peach.html,khaas
kcc18124-blue,Print Embellished Peplum Kurta  ,5500,Cotton Satin,Blue,Print Embellished Peplum Kurta The model is wearing size 8.Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcc18124-blue.html,khaas
kcc18111-mustard,Printed Straight Kurta  ,5500,NULL,Mustard,Printed Straight Kurta The model is wearing size 8.Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcc18111-mustard.html,khaas
kc17610-orange,Timeless Classics ,9000,Net Silk,Orange,Screen printed cotton silk top with gold printing to unscaled the look. the top is finished with beautiful hand made buttons and beads.The model is wearing size 8.Model Height: 167cm/5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/kc17610-orange.html,khaas
ksf18104-yellow,Luxe ,14000,Silk Chiffon,Yellow,Sequin and thread embroidered chiffon top with beautiful handmade tassel detailing. the flouncy top is very versatile and can be worn during the date or can be dressed up to be worn in the evening.The model is wearing size: 8.Model Height: 167cm/5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/ksf18104-yellow.html,khaas
ksfe18220-brown,Silk Embroidered Panel Top ,15000,Raw Silk,Brown,Handmade tassels & buttons. The model is wearing size 8. Model Height: 168cm /  5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/ksfe18220-brown.html,khaas
ksf18128-beige,Embroidered Box-Shift Kurta ,10000,Silk Chiffon,Beige,Tassel finishing. The model is wearing size 8.Model Height: 167cm /  5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/ksf18128-beige.html,khaas
kcp18206-grey,Digital Printed Kurta ,5500,Satin,Grey,Handmade tassels & bead finishing on sleeves & neckline. The model is wearing size 8. Model Height: 167cm /  5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/kcp18206-grey.html,khaas
kcpe18201-beige,Digital Printed Satin Kurta ,6500,Satin,Beige,Digital Printed Satin KurtaThe model is wearing size 8.Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcpe18201-beige.html,khaas
kcc18109-yellow,Printed Satin Kurta ,2750,Cotton Satin,Yellow,Pearl embellishment on the placket. The model is wearing size 8. Model Height: 168cm/ 5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcc18109-yellow.html,khaas
kcp18201-peach,Digital Printed Kurta ,5500,Satin,Peach,Composed floral front. Geometric printed back. Wrap style kurta. Beaded finishing Cotton Satin. The model is wearing size 8. Model Height: 167cm /  5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/kcp18201-peach.html,khaas
kcc18124-blue,Print Embellished Peplum Kurta  ,5500,Cotton Satin,Blue,Print Embellished Peplum Kurta The model is wearing size 8.Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcc18124-blue.html,khaas
kcc18111-mustard,Printed Straight Kurta  ,5500,NULL,Mustard,Printed Straight Kurta The model is wearing size 8.Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcc18111-mustard.html,khaas
kc17610-orange,Timeless Classics ,9000,Net Silk,Orange,Screen printed cotton silk top with gold printing to unscaled the look. the top is finished with beautiful hand made buttons and beads.The model is wearing size 8.Model Height: 167cm/5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/kc17610-orange.html,khaas
ksf18104-yellow,Luxe ,14000,Silk Chiffon,Yellow,Sequin and thread embroidered chiffon top with beautiful handmade tassel detailing. the flouncy top is very versatile and can be worn during the date or can be dressed up to be worn in the evening.The model is wearing size: 8.Model Height: 167cm/5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/ksf18104-yellow.html,khaas
ksfe18220-brown,Silk Embroidered Panel Top ,15000,Raw Silk,Brown,Handmade tassels & buttons. The model is wearing size 8. Model Height: 168cm /  5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/ksfe18220-brown.html,khaas
ksf18128-beige,Embroidered Box-Shift Kurta ,10000,Silk Chiffon,Beige,Tassel finishing. The model is wearing size 8.Model Height: 167cm /  5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/ksf18128-beige.html,khaas
kcp18206-grey,Digital Printed Kurta ,5500,Satin,Grey,Handmade tassels & bead finishing on sleeves & neckline. The model is wearing size 8. Model Height: 167cm /  5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/kcp18206-grey.html,khaas
kcpe18201-beige,Digital Printed Satin Kurta ,6500,Satin,Beige,Digital Printed Satin KurtaThe model is wearing size 8.Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcpe18201-beige.html,khaas
